Kode	Uraian	Satuan	 Harga 
M.1662	Gergaji Besi (Baja Keras)	Hari	 Rp191,300 
M.1663	Palu/Godam (Baja Keras)	Hari	 Rp191,300 
M.1664	Pahat Beton (Baja Keras)	Hari	 Rp191,300 
M.1665	Linggis (Baja Keras)	Hari	 Rp191,300 
M.1666	Peralatan Potong Pipa T2/Mekanik/Cilinder Saw	Hari	 Rp- 
M.1667	Peralatan Potong Pipa T1/Manual (Gergaji)/Saw	Hari	 Rp- 
M.1668	Sewa Casing PVC Diameter 20cm	m1	 Rp280,600 
M.1669	Sewa Casing PVC Diameter 30cm	m1	 Rp294,600 
M.1670	Sewa Casing PVC Diameter 40cm	m1	 Rp309,300 
M.1671	Sewa Casing PVC Diameter 50cm	m1	 Rp324,700 
M.1672	Sewa Excavator Type 225 Kap. 0.5 - 1.0 m3	Hari	 Rp- 
M.1673	Sewa Mesin Hydroseeding 2000 L	Hari	 Rp3,440,600 
M.1674	Sewa Pompa 3 Submersible 3m /h	Hari	 Rp- 
M.1675	Sewa Tripot/Tackel	Hari	 Rp- 
M.1676	Sewa Tripot/Tackel & Handle Crane 2 T	Hari	 Rp- 
M.1677	Sewa Genset 5 KW	Hari	 Rp- 
M.1678	Sewa Genset 1500 watt	Hari	 Rp- 
M.1679	Sewa Jack Hammer	Jam	 Rp- 
M.1680	Sewa Pompa Sedot Ø 5 Inch	Hari	 Rp- 
M.1681	Sepatu Pancang Beton Δ 28cm	Buah	 Rp82,800 
M.1682	Sepatu Pancang Beton Δ 32cm	Buah	 Rp91,900 
M.1683	Sepatu Pancang Uk. 20x20cm	Buah	 Rp101,900 
M.1684	Sepatu Pancang Uk. 25x25cm	Buah	 Rp113,100 
M.1685	Sepatu Pancang Uk. 30x30cm	Buah	 Rp125,600 
M.1686	Sepatu Pancang Uk. 35x35cm	Buah	 Rp139,400 
M.1687	Sepatu Pancang Uk. 40x40cm	Buah	 Rp154,800 
M.1688	Sepatu Pancang Uk. 45x45cm	Buah	 Rp171,800 
M.1689	Sepatu Pancang Uk. 50x50cm	Buah	 Rp190,600 
M.1690	Sepatu Pancang Uk. Ø 30cm	Buah	 Rp211,600 
M.1691	Sepatu Pancang Uk. Ø 35cm	Buah	 Rp235,000 
M.1692	Sepatu Pancang Uk. Ø 40cm	Buah	 Rp260,800 
M.1693	Sepatu Pancang Uk. Ø 45cm	Buah	 Rp289,500 
M.1694	Sepatu Pancang Uk. Ø 50cm	Buah	 Rp321,200 
M.1695	Sepatu Pancang Uk. Ø 60cm	Buah	 Rp356,600 
M.1696	Sepatu Pancang Dolken Ø 6-8cm	Buah	 Rp65,000 
M.1697	Sepatu Pancang Kayu Ø 18 - 20cm	Buah	 Rp99,500 
M.1698	Jack Hammer (5 KW) + Genset (12 HP)	Hari	 Rp417,100 
M.1699	Excavator 80-140 HP	Jam	 Rp494,200 
M.1700	Stamper D-Drum 550Kg	Hari	 Rp1,084,100 
M.1701	Stamper Kodok 150Kg	Hari	 Rp573,800 
M.1702	Stamper Kuda 70Kg	Hari	 Rp446,400 
M.1703	Stamper Smoot Drum 1.5Ton	Hari	 Rp1,721,700 
M.1704	Stang Bor Batang Bor Diameter 1 1/4"	Hari	 Rp1,721,700 
M.1705	Dump Truck	Jam	 Rp300,600 
M.1706	Dump Truck 3.5 TON	Jam	 Rp300,600 
M.1707	Flat Deck Truck Kap. 7 Ton	Hari	 Rp482,800 
M.1708	Jack Hammer Drill - 1.5 KW + Genset 3 KWH	Hari	 Rp1,749,800 
M.1709	Jack Hammer Drill - 2.5 KW + Genset 5 KWH	Hari	 Rp2,106,900 
M.1710	Alat Bantu Galian Tanah	Ls	 Rp1,300 
M.1711	Wheel Loader	Jam	 Rp4,427,900 
M.1712	Wheel Loader 1.0-1.6 m3	Jam	 Rp834,000 
M.1713	Pompa Beton ∅ 1.5"; 5 KW; 8 Bar; T = 5 m1	Hari	 Rp1,849,200 
M.1714	Pompa Beton ∅ 2.5"; 20KW; 20 Bar. T = 18 m1	Hari	 Rp1,957,600 
M.1715	Pompa Beton ∅ 2.5"; 75KW; 120 Bar. T= 50 m1 / H = 80 m1	Hari	 Rp2,066,000 
M.1716	Pompa Beton ∅ 3”. 140 KW; 180 Bar. T = 75 m1 /H = 150 m1	Hari	 Rp2,174,400 
M.1717	Pompa Lumpur Diesel 7.5 KW; 4"	Hari	 Rp956,500 
M.1718	Pompa Lumpur Diesel 10 KW; 5"	Hari	 Rp1,084,100 
M.1719	Pompa Sedot Pasir Diesel 7.5 KW; 5"	Hari	 Rp956,500 
M.1720	Pressure Grout Machine 30 KW; 60 - 75 Bar (D)	Jam	 Rp252,500 
M.1721	P. Tyre Roller	Jam	 Rp481,400 
M.1722	Three Wheel Roller	Jam	 Rp602,100 
M.1723	Tower Crane Arm 30m	Hari	 Rp3,861,900 
M.1724	Tripod Tinggi 7m Kap. 2 Ton	Hari	 Rp4,752,000 
M.1725	Mesin Las Geotekstil	Hari	 Rp2,072,000 
M.1726	Mesin Las Listrik 150 A	Jam	 Rp284,700 
M.1727	Mesin Las Listrik 250 A	Jam	 Rp329,300 
M.1728	Mesin Las Listrik 350 A	Jam	 Rp373,900 
M.1729	Mesin Las Listrik 500 A	Jam	 Rp418,600 
M.1730	Mesin Poles	Hari	 Rp428,300 
M.1731	Mobil Sedot Lumpur Kap. 3 m3	Jam	 Rp701,400 
M.1732	Motor Grader >100 HP	Jam	 Rp720,600 
M.1733	Tandem Roller	Jam	 Rp727,700 
M.1734	Tandem Roller 6-8 T.	Jam	 Rp735,000 
M.1735	Theodolit	Hari	 Rp961,600 
M.1736	Water Tanker 3000-4500 L.	Jam	 Rp281,700 
M.1737	Water Truck	Hari	 Rp1,972,000 
M.1738	Waterpass	Hari	 Rp828,900 
M.1739	Tiang Pancang Uk. 30x30cm Mutu K450	m1	 Rp- 
M.1740	Biaya Pengiriman Tiang Pancang	m1	 Rp- 
M.1741	Cutting Beton	Jam	 Rp- 
M.1742	Alat Bantu Pemotongan Tiang Pancang	Ls	 Rp- 
M.1743	Upah Cutting Laser ACP	Ls	 Rp- 
M.1744	Upah Las ACP	Ls	 Rp- 
M.1745	Vibrator	Hari	 Rp373,000 
	Dump Truck	Jam	 Rp381,000 
	Truk Tanki Air	Jam	 Rp226,800 
	Bulldozer 100 - 150 hp	Jam	 Rp572,700 
	Motor Grader	Jam	 Rp396,900 
	Wheel Loader	Jam	 Rp340,200 
	Excavator	Jam	 Rp425,200 
	Flat Bed Truck	Jam	 Rp170,100 
	P.Tire Roller 8 - 10 ton	Jam	 Rp396,900 
	Vibrator Roller self 7 ton	Jam	 Rp272,100 
	Pile Driver / Hammer	Jam	 Rp51,000 
	AMP (Asphalt Mixing Plant)	Jam	 Rp6,236,800 
	Asphalt Finisher	Jam	 Rp317,500 
	Concrete Vibrator	Jam	 Rp51,000 
	Compressor	Jam	 Rp136,100 
	Concrete Mixer	Jam	 Rp90,700 
	Concrete Cutter	Jam	 Rp43,100 
	Stamper	Jam	 Rp45,400 
	Genset 5-25kva+bbm	Jam	 Rp189,300 
	Mesin Las	Jam	 Rp45,400 
	Sewa Pipe Support	buah hari	 Rp2,100 
	Sewa Scaffolding	unit hari	 Rp15,600 
	Kwas	buah	 Rp18,300 
	Sewa Tripot/Tackel & handle crane 2 T	hari	 Rp391,200 
	Mobile crane <=3 ton	hari	 Rp1,381,100 
	Genset 1500 watt	hari	 Rp396,900 
	Jack Hammer	Jam	 Rp51,000 
	Tandem Roller	Jam	 Rp396,900 
	Batching Plant	Jam	 Rp850,500 
	Truck Mixer	Jam	 Rp396,900 
	Conc. Paver (Slipform paver)	Jam	 Rp2,267,900 
	Asp. Distributor	Jam	 Rp226,800 
	Asp. Finisher	Jam	 Rp317,500 
	Concrete pump	Jam	 Rp453,600 
	Welding set	Jam	 Rp56,700 
	Chainsaw	Jam	 Rp56,700 
	Tronton	Jam	 Rp453,600 
	Bore Pile	Jam	 Rp623,700 
	Sewa excavator type 225 kapasitas 0.5 - 1.0 m3	hari	 Rp4,309,100 
	sewa crane	unit hari	 Rp5,102,900 
	Rock Drill Breaker	"	Jam"	 Rp453,600 
	Cold milling	"	Jam"	 Rp1,258,700 
	Sheepfoot Roller	"	Jam"	 Rp725,700 
	Power Broom	"	Jam"	 Rp68,100 
	Thermoplastic spreading machine	"	Jam"	 Rp68,100 
	Mini Excavator	"	Jam"	 Rp249,500 
	Mesin pemotong rumput	hari	 Rp56,700 
	Concrete Mixing Plant	"	Jam"	 Rp850,500 
	CRANE ON TRACK 75-100 TON	"	Jam"	 Rp1,133,900 
	Crane 10-15 Ton	"	Jam"	 Rp637,800 
	Truck Crane 3 Ton	Jam	 Rp170,100 
	Track Loader	Jam	 Rp340,200 
	Stang bor, batang bor dan mata bor diameter 1,25"	hari	 Rp17,000 
	hermoplastic Road Marking Machine	"	Jam"	 Rp65,700 
	Asphalt Cutter	"	Jam"	 Rp43,100 
	Genset	"	Jam"	 Rp283,500 
	Baby Vibratory Rollerv	"	Jam"	 Rp90,700 
	Mobil pick up	"	Jam"	 Rp31,800 
