1.1.3.1	Pek. 1 m2 Pembersihan & Pengupasan Permukaan Tanah (Striping) sd Tanaman ∅ 2cm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	3.250	 1,600.00 	 5,200.00 
				 JUMLAH HARGA BAHAN		 5,200.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 56,442.00 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 56,442.00 
						
3.7.6	Pek. Pemasangan 1 m2 Plesteran 1SP : 6PP Tebal 15mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	4.416	 1,600.00 	 7,065.60 
	 Pasir Pasang	M.28	m3	0.027	 149,200.00 	 4,028.40 
				 JUMLAH HARGA BAHAN		 11,094.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 62,336.00 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 62,336.00 
						
3.7.8	Pek. Pemasangan 1 m2 Acian					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	3.250	 1,600.00 	 5,200.00 
				 JUMLAH HARGA BAHAN		 5,200.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 56,442.00 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 56,442.00 
						
3.7.3	Pek. Pemasangan 1 m2 Plesteran 1SP : 3PP Tebal 15mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	7.776	 1,600.00 	 12,441.60 
	 Pasir Pasang	M.28	m3	0.023	 149,200.00 	 3,431.60 
				 JUMLAH HARGA BAHAN		 15,873.20 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 67,115.20 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 67,115.20 
						
3.7.4	Pek. Pemasangan 1 m2 Plesteran 1SP : 4PP Tebal 15mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	6.240	 1,600.00 	 9,984.00 
	 Pasir Pasang	M.28	m3	0.024	 149,200.00 	 3,580.80 
				 JUMLAH HARGA BAHAN		 13,564.80 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 64,806.80 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 64,806.80 
						
3.7.5	Pek. Pemasangan 1 m2 Plesteran 1SP : 5PP Tebal 15mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	5.184	 1,600.00 	 8,294.40 
	 Pasir Pasang	M.28	m3	0.026	 149,200.00 	 3,879.20 
				 JUMLAH HARGA BAHAN		 12,173.60 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 63,415.60 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 63,415.60 
						
3.7.6	Pek. Pemasangan 1 m2 Plesteran 1SP : 6PP Tebal 15mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	4.416	 1,600.00 	 7,065.60 
	 Pasir Pasang	M.28	m3	0.027	 149,200.00 	 4,028.40 
				 JUMLAH HARGA BAHAN		 11,094.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 62,336.00 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 62,336.00 
						
3.7.8	Pek. Pemasangan 1 m2 Acian					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2000	 152,900.00 	 30,580.00 
	 Tukang	L.02	OH	0.1000	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.0100	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 51,242.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	3.250	 1,600.00 	 5,200.00 
				 JUMLAH HARGA BAHAN		 5,200.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 56,442.00 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 56,442.00 
						
3.7.13	Pek. Pemasangan 1 m2 Kamprotan untuk Finishing 1SP : 2PP					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.1330	 152,900.00 	 20,335.70 
	 Tukang	L.02	OH	0.0670	 178,600.00 	 11,966.20 
	 Kepala Tukang	L.03	OH	0.0070	 204,300.00 	 1,430.10 
	 Mandor	L.04	OH	0.0020	 230,000.00 	 460.00 
				 JUMLAH HARGA TENAGA KERJA		 34,192.00 
B	 BAHAN					  
	 Semen Portland	M.33	Kg	4.320	 1,600.00 	 6,912.00 
	 Pasir Pasang	M.28	m3	0.006	 149,200.00 	 895.20 
				 JUMLAH HARGA BAHAN		 7,807.20 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 41,999.20 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 41,999.20 
						
						
3.5.3.2	Pek. Pemasangan 1 m2 Rangka Besi Hollow Galvanis 40.40mm. Modul 60x60cm. untuk Langit-langit (Plafon)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.3500	 152,900.00 	 53,515.00 
	 Tukang Besi	L.02	OH	0.3500	 178,600.00 	 62,510.00 
	 Kepala Tukang	L.03	OH	0.0350	 204,300.00 	 7,150.50 
	 Mandor	L.04	OH	0.0117	 230,000.00 	 2,691.00 
				 JUMLAH HARGA TENAGA KERJA		 125,866.50 
B	 BAHAN					  
	 Hollow Galvanis 4x4 (Plafond)	M.94	m1	4.000	 11,200.00 	 44,800.00 
	 Kawat Las	M.358	Kg	0.050	 46,100.00 	 2,305.00 
				 JUMLAH HARGA BAHAN		 47,105.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 172,971.50 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 172,971.50 
						
						
3.5.3.1	Pek. Pemasangan 1 m2 Rangka Langit langit (Plafon) Besi Hollow 40.40					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.3500	 152,900.00 	 53,515.00 
	 Tukang Besi	L.02	OH	0.3500	 178,600.00 	 62,510.00 
	 Kepala Tukang	L.03	OH	0.0350	 204,300.00 	 7,150.50 
	 Mandor	L.04	OH	0.0117	 230,000.00 	 2,691.00 
				 JUMLAH HARGA TENAGA KERJA		 125,866.50 
B	 BAHAN					  
	 Rangka Metal Hollow 40.40mm	M.373	m1	4.000	 17,400.00 	 69,600.00 
	 Kawat Las	M.358	Kg	0.050	 46,100.00 	 2,305.00 
				 JUMLAH HARGA BAHAN		 71,905.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 197,771.50 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 197,771.50 
						
						
3.5.2.1	Pek. Pemasangan 1 m2 Langit-langit Papan Gypsum Tebal 9mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.1000	 152,900.00 	 15,290.00 
	 Tukang Kayu	L.02	OH	0.0500	 178,600.00 	 8,930.00 
	 Kepala Tukang	L.03	OH	0.0050	 204,300.00 	 1,021.50 
	 Mandor	L.04	OH	0.0017	 230,000.00 	 391.00 
				 JUMLAH HARGA TENAGA KERJA		 25,632.50 
B	 BAHAN					  
	 Papan Gipsum 120x240cm	M.405	Lbr	0.364	 111,500.00 	 40,586.00 
	 Paku Sekrup	M.66	Kg	0.110	 44,100.00 	 4,851.00 
				 JUMLAH HARGA BAHAN		 45,437.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 71,069.50 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 71,069.50 
						
						
A.4.5.1.9.a	Pemasangan 1 m’ list langit-langit gypsum profil 10 cm				  	  
No	Uraian	Kode	Satuan	 Koefisien 	 Harga 	 Jumlah Harga 
A	TENAGA				  	  
	Pekerja	L.01.01	OH	 0.05 	 152,900 	 7,645 
	Tukang Kayu	L.02.04	OH	 0.05 	 178,600 	 8,930 
	Kepala tukang	L.03.01	OH	 0.01 	 204,300 	 1,022 
	Mandor	L.04.01	OH	 0.00 	 230,000 	 690 
				 JUMLAH TENAGA KERJA 		 18,287 
B	BAHAN				  	  
	List Gipsum profil 10 cm Pj. 2.00 m'		m'	 1.05 	 50,000 	 52,500 
	Tepung gypsum		kg	 0.01 	 10,000 	 100 
				 JUMLAH HARGA BAHAN 		 52,600 
C	PERALATAN				  	  
				 JUMLAH HARGA ALAT 		 - 
D	Jumlah (A+B+C)				  	 70,887 
E	Overhead & Profit (Maksimal 15%)			0%	  	 - 
F	Harga Satuan Pekerjaan (D+E)				  	 70,887 
						  
3.5.2.1	Pek. Pemasangan 1 m2 Langit langit Papan Gypsum Tebal 9mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.1000	 152,900.00 	 15,290.00 
	 Tukang Kayu	L.02	OH	0.0500	 178,600.00 	 8,930.00 
	 Kepala Tukang	L.03	OH	0.0050	 204,300.00 	 1,021.50 
	 Mandor	L.04	OH	0.0017	 230,000.00 	 391.00 
				 JUMLAH HARGA TENAGA KERJA		 25,632.50 
B	 BAHAN					  
	 Papan Gipsum 120x240cm	M.405	Lbr	0.364	 111,500.00 	 40,586.00 
	 Paku Sekrup	M.66	Kg	0.110	 44,100.00 	 4,851.00 
				 JUMLAH HARGA BAHAN		 45,437.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 71,069.50 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 71,069.50 
						
						
3.5.2.6	Pek. Pemasangan 1 m1 List Langit-langit (Plafon) Gypsum					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0250	 152,900.00 	 3,822.50 
	 Tukang Kayu	L.02	OH	0.0250	 178,600.00 	 4,465.00 
	 Kepala Tukang	L.03	OH	0.0025	 204,300.00 	 510.75 
	 Mandor	L.04	OH	0.0008	 230,000.00 	 184.00 
				 JUMLAH HARGA TENAGA KERJA		 8,982.25 
B	 BAHAN					  
	 List Gypsum	M.163	m1	1.100	 32,000.00 	 35,200.00 
	 Paku	M.54	Kg	0.010	 31,100.00 	 311.00 
				 JUMLAH HARGA BAHAN		 35,511.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 44,493.25 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 44,493.25 
						
						
3.5.2.6	Pek. Pemasangan 1 m1 List Langit langit (Plafon) Gypsum					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0250	 152,900.00 	 3,822.50 
	 Tukang Kayu	L.02	OH	0.0250	 178,600.00 	 4,465.00 
	 Kepala Tukang	L.03	OH	0.0025	 204,300.00 	 510.75 
	 Mandor	L.04	OH	0.0008	 230,000.00 	 184.00 
				 JUMLAH HARGA TENAGA KERJA		 8,982.25 
B	 BAHAN					  
	 List Gypsum	M.163	m1	1.100	 32,000.00 	 35,200.00 
	 Paku	M.54	Kg	0.010	 31,100.00 	 311.00 
				 JUMLAH HARGA BAHAN		 35,511.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 44,493.25 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 44,493.25 
						
						
3.9.5.3	Pek. Pemasangan 1 m2 Lantai Ubin Granit Uk. 60cm x 60cm (1SP : 2PP)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.2500	 152,900.00 	 38,225.00 
	 Tukang	L.02	OH	0.083	 178,600.00 	 14,823.80 
	 Kepala Tukang	L.03	OH	0.008	 204,300.00 	 1,634.40 
	 Mandor	L.04	OH	0.0020	 230,000.00 	 460.00 
				 JUMLAH HARGA TENAGA KERJA		 55,143.20 
B	 BAHAN					  
	 Ubin Granit Uk. 60x60cm	M.215	Buah	2.917	 81,700.00 	 238,318.90 
	 Semen Portland	M.33	Kg	13.632	 1,600.00 	 21,811.20 
	 Semen Warna	M.34	Kg	1.500	 1,500.00 	 2,250.00 
	 Pasir Pasang	M.28	m3	0.027	 149,200.00 	 4,028.40 
				 JUMLAH HARGA BAHAN		 266,408.50 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 321,551.70 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 321,551.70 
						
						
User 1.1	Pemasangan 1m2 lantai keramik motif granit ukuran 60cm x 60cm (unpolish)					
No	Uraian	Kode	Satuan	 Koefisien 	 Harga 	 Jumlah Harga 
A	TENAGA				  	  
	Pekerja	L.01.01	OH	 0.70 	 152,900 	 107,030 
	Tukang Batu	L.02.03	OH	 0.35 	 178,600 	 62,510 
	Kepala tukang	L.03.01	OH	 0.04 	 204,300 	 7,151 
	Mandor	L.04.01	OH	 0.04 	 230,000 	 8,050 
				 JUMLAH TENAGA KERJA 		 184,741 
B	BAHAN				  	  
	Keramik granit kw.1 ukuran 60 x 60 cm		Buah	 3.10 	 138,710 	 430,000 
	Semen Portland		Kg	 9.60 	 1,600 	 15,360 
	Pasir Pasang		M3	 0.05 	 149,200 	 6,714 
	Semen Warna		Kg	 1.50 	 1,500 	 2,250 
				 JUMLAH HARGA BAHAN 		 454,324 
C	PERALATAN				  	  
				 JUMLAH HARGA ALAT 		 - 
D	Jumlah (A+B+C)				  	 639,065 
E	Overhead & Profit (Maksimal 15%)			0%	  	 - 
F	Harga Satuan Pekerjaan (D+E)				  	 639,065 
						
User 1.1	Pemasangan 1m2 lantai keramik motif granit ukuran 60cm x 60cm (unpolish)					
No	Uraian	Kode	Satuan	 Koefisien 	 Harga 	 Jumlah Harga 
A	TENAGA				  	  
	Pekerja	L.01.01	OH	 0.70 	 152,900 	 107,030 
	Tukang Batu	L.02.03	OH	 0.35 	 178,600 	 62,510 
	Kepala tukang	L.03.01	OH	 0.04 	 204,300 	 7,151 
	Mandor	L.04.01	OH	 0.04 	 230,000 	 8,050 
				 JUMLAH TENAGA KERJA 		 184,741 
B	BAHAN				  	  
	Keramik granit kw.1 ukuran 60 x 60 cm		Buah	 3.10 		 - 
	Semen Portland		Kg	 9.60 	 1,600 	 15,360 
	Pasir Pasang		M3	 0.05 	 149,200 	 6,714 
	Semen Warna		Kg	 1.50 	 1,500 	 2,250 
				 JUMLAH HARGA BAHAN 		 24,324 
C	PERALATAN				  	  
				 JUMLAH HARGA ALAT 		 - 
D	Jumlah (A+B+C)				  	 209,065 
E	Overhead & Profit (Maksimal 15%)			0%	  	 - 
F	Harga Satuan Pekerjaan (D+E)				  	 209,065 
						  
						
3.9.4.1	Pek. Pemasangan 1 m2 Lantai Homogenous Tile Uk. 30x30cm (1SP : 2PP)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.1429	 152,900.00 	 21,849.41 
	 Tukang	L.02	OH	0.071	 178,600.00 	 12,752.04 
	 Kepala Tukang	L.03	OH	0.007	 204,300.00 	 1,450.53 
	 Mandor	L.04	OH	0.0024	 230,000.00 	 552.00 
				 JUMLAH HARGA TENAGA KERJA		 36,603.98 
B	 BAHAN					  
	 Homogeneous Tile Uk. 30x30cm	M.269	Buah	11.667	 40,500.00 	 472,513.50 
	 Semen Portland	M.33	Kg	13.632	 1,600.00 	 21,811.20 
	 Semen Warna	M.34	Kg	1.500	 1,500.00 	 2,250.00 
	 Pasir Pasang	M.28	m3	0.027	 149,200.00 	 4,028.40 
				 JUMLAH HARGA BAHAN		 500,603.10 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 537,207.08 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 537,207.08 
						
						
3.8.10	Pek. Pengecatan 1 m2 Tembok Baru (1 Lapis Plamuur. 1 Lapis Cat Dasar. 2 Lapis Cat Penutup)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0667	 152,900.00 	 10,198.43 
	 Tukang Cat	L.02	OH	0.0667	 178,600.00 	 11,912.62 
	 Kepala Tukang	L.03	OH	0.0067	 204,300.00 	 1,368.81 
	 Mandor	L.04	OH	0.0022	 230,000.00 	 506.00 
				 JUMLAH HARGA TENAGA KERJA		 23,985.86 
B	 BAHAN					  
	 Cat Dasar	M.45	Kg	0.100	 88,100.00 	 8,810.00 
	 Cat Penutup Interior	M.48	Kg	0.260	 49,700.00 	 12,922.00 
				 JUMLAH HARGA BAHAN		 21,732.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 45,717.86 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 45,717.86 
						
						
User 1.2	1m2 Pengecetan Dinding Exterior					
No	Uraian	Kode	Satuan	 Koefisien 	 Harga 	 Jumlah Harga 
A	TENAGA				  	  
	Pekerja	L.01.01	OH	 0.02 	 152,900 	 3,058 
	Tukang cat	L.02.08	OH	 0.06 	 178,600 	 11,252 
	Kepala tukang	L.03.01	OH	 0.01 	 204,300 	 1,287 
	Mandor	L.04.01	OH	 0.00 	 230,000 	 690 
				 JUMLAH TENAGA KERJA 		 16,287 
B	BAHAN				  	  
	Plamur Tembok		Kg	 0.10 	 62,088 	 6,209 
	Cat tembok / cat dasar		Kg	 0.10 	 41,267 	 4,127 
	Cat Penutup Tembok		Kg	 0.26 	 41,267 	 10,729 
				 JUMLAH HARGA BAHAN 		 21,065 
C	PERALATAN				  	  
				 JUMLAH HARGA ALAT 		 - 
D	Jumlah (A+B+C)				  	 37,352 
E	Overhead & Profit (Maksimal 15%)			0%	  	 - 
F	Harga Satuan Pekerjaan (D+E)				  	 37,352 
						
3.8.20	Pek. Pengecatan 1 m2 Plafond (1 Lapis Cat Dasar dan 2 Lapis Cat Penutup)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0625	 152,900.00 	 9,556.25 
	 Tukang Cat	L.02	OH	0.0625	 178,600.00 	 11,162.50 
	 Kepala Tukang	L.03	OH	0.0063	 204,300.00 	 1,287.09 
	 Mandor	L.04	OH	0.0021	 230,000.00 	 483.00 
				 JUMLAH HARGA TENAGA KERJA		 22,488.84 
B	 BAHAN					  
	 Cat Dasar	M.45	Kg	0.120	 88,100.00 	 10,572.00 
	 Cat Plafond	M.49	Kg	0.180	 88,100.00 	 15,858.00 
				 JUMLAH HARGA BAHAN		 26,430.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 48,918.84 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 48,918.84 
						
						
3.11.3.1	Pek. Pemasangan 1 m1 Kusen Aluminium					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0430	 152,900.00 	 6,574.70 
	 Tukang	L.02	OH	0.043	 178,600.00 	 7,679.80 
	 Kepala Tukang	L.03	OH	0.004	 204,300.00 	 817.20 
	 Mandor	L.04	OH	0.0010	 230,000.00 	 230.00 
				 JUMLAH HARGA TENAGA KERJA		 15,301.70 
B	 BAHAN					  
	 Profil Aluminium 4 Inch	M.508	m1	1.100	 377,500.00 	 415,250.00 
	 Paku Sekrup	M.67	Buah	2.000	 200.00 	 400.00 
	 Sealant	M.516	Tube	0.060	 21,000.00 	 1,260.00 
				 JUMLAH HARGA BAHAN		 416,910.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 432,211.70 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 432,211.70 
						
						
3.11.1.6	Pek. Pemasangan 1 m2 Jendela Kaca Rangka Aluminium					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0850	 152,900.00 	 12,996.50 
	 Tukang	L.02	OH	0.085	 178,600.00 	 15,181.00 
	 Kepala Tukang	L.03	OH	0.009	 204,300.00 	 1,838.70 
	 Mandor	L.04	OH	0.0030	 230,000.00 	 690.00 
				 JUMLAH HARGA TENAGA KERJA		 30,706.20 
B	 BAHAN					  
	 Rangka Aluminium	M.234	m1	4.400	 23,900.00 	 105,160.00 
	 Profil Kaca Tebal 6mm	M.510	m2	1.100	 573,800.00 	 631,180.00 
	 Sealant	M.516	Tube	0.270	 21,000.00 	 5,670.00 
				 JUMLAH HARGA BAHAN		 742,010.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 772,716.20 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 772,716.20 
						
						
A.4.6.1.8	Pembuatan 1 m2 daun pintu plywood  rangkap, rangka kayu kelas II tertutup ( kayu Kruing )					
No	Uraian	Kode	Satuan	 Koefisien 	 Harga 	 Jumlah Harga 
A	TENAGA				  	  
